,date,open,high,low,close,volume,daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,fast_vol,slow_vol,vol_trend_long,vol_trend_short,vol_trend_signal,bollinger_mid_band,bollinger_std,bollinger_upper_band,bollinger_lower_band,bollinger_long,bollinger_short,bollinger_signal
18,2020-01-27,541.99,564.44,539.28,557.54,12311739,-0.013133673180402261,560.2343006208431,517.2588150127482,1.0,0.0,1.0,0.024231499068140542,0.03538855496051445,1.0,0.0,1.0,,,,,0.0,0.0,0.0
19,2020-01-28,568.44,576.81,558.08,566.82,11093082,0.016644545682821033,563.5271534507308,521.684100738731,1.0,0.0,1.0,0.021454077407768352,0.03369126871928791,1.0,0.0,1.0,503.0459000000001,52.84866817529187,555.894568175292,450.1972318247082,0.0,-1.0,-1.0
20,2020-01-29,575.69,589.7999,567.43,581.0,13250284,0.02501676017077714,572.2635808912186,526.8647346573484,1.0,0.0,1.0,0.019086411791369,0.03225599962518202,1.0,0.0,1.0,511.36490000000003,51.26825196230635,562.6331519623063,460.0966480376937,0.0,-1.0,-1.0
21,2020-01-30,632.42,650.88,618.0,640.93,26845261,0.10314974182444048,606.5967986312862,536.6282534411548,1.0,0.0,1.0,0.055309574217601624,0.03992830631369131,0.0,-1.0,-1.0,522.5029000000001,54.0764392699134,576.5793392699135,468.42646073008666,0.0,-1.0,-1.0
22,2020-01-31,638.68,653.0,632.52,650.48,15067058,0.014900223113288646,628.5384019312861,546.195272946263,1.0,0.0,1.0,0.047651352893655234,0.03822063378465912,0.0,-1.0,-1.0,533.5149,56.662145967006204,590.1770459670062,476.8527540329938,0.0,-1.0,-1.0
23,2020-02-03,673.69,786.14,673.52,780.28,45229406,0.19954495142048945,704.4092054878954,565.5355180894652,1.0,0.0,1.0,0.10501244432728504,0.06229021778360824,0.0,-1.0,-1.0,550.3914000000001,75.37967036665995,625.7710703666601,475.0117296333401,0.0,-1.0,-1.0
24,2020-02-04,882.96,968.9899,833.88,887.72,53837004,0.137694161070385,796.0646054754915,591.7443617938919,1.0,0.0,1.0,0.07519527666932956,0.06600685316499541,0.0,-1.0,-1.0,572.207395,103.21983528592324,675.4272302859233,468.9875597140768,0.0,-1.0,-1.0
25,2020-02-05,822.8,845.98,704.1106,734.72,44703541,-0.17235164240976886,765.3923022806928,603.210164786721,1.0,0.0,1.0,0.19146737285319596,0.0879515111051696,0.0,-1.0,-1.0,585.4848949999999,106.30149660359277,691.7863916035927,479.18339839640714,0.0,-1.0,-1.0
26,2020-02-06,699.92,795.83,687.0,748.5,38382071,0.018755444250871056,756.9461510774177,614.7094505963053,1.0,0.0,1.0,0.13768771545144878,0.08433734905123011,0.0,-1.0,-1.0,598.305395,109.8477820163236,708.1531770163235,488.45761298367637,0.0,-1.0,-1.0
27,2020-02-07,731.0,769.75,730.0,747.9808,16311618,-0.0006936539746158488,752.4634755220096,625.1305752769593,1.0,0.0,1.0,0.09736189175290362,0.08125289242535788,0.0,-1.0,-1.0,611.6299349999999,111.08796706187992,722.7179020618798,500.54196793812,0.0,-1.0,-1.0
28,2020-02-10,800.41,819.99,752.4,770.8467,23238209,0.030570169715586237,761.6550877781256,636.3983049388405,1.0,0.0,1.0,0.07154141017332047,0.07798607617306427,1.0,0.0,1.0,626.27427,111.8418497783934,738.1161197783933,514.4324202216067,0.0,-1.0,-1.0
29,2020-02-11,768.5,783.5061,758.0,774.02,11177954,0.0041166421287137656,767.8375438948207,646.9310057592744,1.0,0.0,1.0,0.05099971646257917,0.07510184857404613,1.0,0.0,1.0,638.73277,113.80986489903641,752.5426348990363,524.9229051009636,0.0,-1.0,-1.0
30,2020-02-12,778.0,789.75,763.37,767.44,11193209,-0.008501072323712444,767.6387719473178,656.0666101310451,1.0,0.0,1.0,0.037691712635178856,0.07267283914726964,1.0,0.0,1.0,650.20477,114.68201943240629,764.8867894324063,535.5227505675938,0.0,-1.0,-1.0
31,2020-02-13,741.84,818.0,735.0,803.86,24953651,0.04745647868237257,785.7493859778757,667.172411529066,1.0,0.0,1.0,0.03922932284054588,0.07019364724363707,1.0,0.0,1.0,664.47252,115.18430826239708,779.6568282623971,549.288211737603,0.0,-1.0,-1.0
32,2020-02-14,787.22,812.97,785.5,799.9724,14271351,-0.004836165501455492,792.8608929897657,677.0706087861167,1.0,0.0,1.0,0.03286761193211401,0.06790562318521703,1.0,0.0,1.0,678.7966400000001,113.21659734816349,792.0132373481637,565.5800426518366,0.0,-1.0,-1.0
33,2020-02-18,841.6,860.0,832.36,858.66,14593786,0.0733620309900691,825.7604464967977,690.503649755342,1.0,0.0,1.0,0.045461230029628825,0.06678849505980528,1.0,0.0,1.0,696.2201400000001,112.715996753888,808.9361367538881,583.5041432461121,0.0,-1.0,-1.0
34,2020-02-19,923.5,944.78,901.02,916.96,23657004,0.06789648987957997,871.360223249726,707.1391373385211,1.0,0.0,1.0,0.035992212385128064,0.06526307373449346,1.0,0.0,1.0,714.7031050000002,117.22890537192806,831.9320103719282,597.4741996280721,0.0,-1.0,-1.0
35,2020-02-20,911.81,912.0,859.94,899.18,16797173,-0.01939015878555239,885.2701116250654,721.1554544995158,1.0,0.0,1.0,0.05200985822411933,0.06407296799566257,1.0,0.0,1.0,731.1906050000001,118.8985426555831,850.0891476555832,612.292062344417,0.0,-1.0,-1.0
36,2020-02-21,906.74,913.06,880.45,901.0,13379998,0.002024066371583144,893.1350558125899,734.2030747486812,1.0,0.0,1.0,0.03800009665372863,0.06196939989858558,1.0,0.0,1.0,747.6434950000001,118.46865670649564,866.1121517064958,629.1748382935045,0.0,-1.0,-1.0
37,2020-02-24,839.0,863.5,822.2,833.16,14109712,-0.07529411764705884,863.1475279061859,741.3424885554447,1.0,0.0,1.0,0.05864774489521723,0.06510526733149269,1.0,0.0,1.0,761.0534950000001,111.68679917684017,872.7402941768403,649.36669582316,0.0,0.0,0.0
38,2020-02-25,849.18,856.6,787.0,799.11,16703593,-0.04086850064813474,831.1287639530346,745.4887465646964,1.0,0.0,1.0,0.04176861380402403,0.06446967780759645,1.0,0.0,1.0,773.1319950000001,101.07777952950487,874.2097745295049,672.0542154704953,0.0,0.0,0.0
39,2020-02-26,783.0,813.31,776.11,778.8,13266973,-0.025415775049742906,804.9643819764935,747.8682185547993,1.0,0.0,1.0,0.030346374209582357,0.06287163267864183,1.0,0.0,1.0,783.7309950000001,88.65614941639136,872.3871444163915,695.0748455836087,0.0,0.0,0.0
40,2020-02-27,730.0,739.77,669.0,678.85,22838989,-0.12833846944016425,741.9071909882182,742.9600576770566,0.0,-1.0,-1.0,0.06329018924936422,0.07053206073126246,1.0,0.0,1.0,788.623495,79.06019672276,867.68369172276,709.56329827724,1.0,0.0,1.0
41,2020-02-28,629.7,690.52,611.52,667.43,23087454,-0.016822567577520875,704.6685954941005,737.6109963959087,0.0,-1.0,-1.0,0.059046573494524836,0.06809853188138695,1.0,0.0,1.0,789.948495,76.63967698398743,866.5881719839874,713.3088180160125,1.0,0.0,1.0
42,2020-03-02,711.26,743.69,686.67,743.69,18641901,0.1142591732466327,724.1792977470525,738.0398607109363,0.0,-1.0,-1.0,0.10793279104877523,0.07231532817766989,0.0,-1.0,-1.0,794.6089949999999,70.28256642899981,864.8915614289997,724.3264285710002,0.0,0.0,0.0
43,2020-03-03,805.5,806.98,716.1106,745.51,23727404,0.002447256249243468,734.8446488735268,738.5649867886632,0.0,-1.0,-1.0,0.07857887194821789,0.06971535481562709,0.0,-1.0,-1.0,792.8704949999999,71.08115721164627,863.9516522116462,721.7893377883536,0.0,0.0,0.0
44,2020-03-04,763.9603,766.52,724.7345,749.5,13975877,0.005352040884763376,742.1723244367637,739.3311310223708,1.0,0.0,1.0,0.05607748267337095,0.06721154401873464,1.0,0.0,1.0,785.959495,68.02763374974084,853.9871287497408,717.9318612502591,0.0,0.0,0.0
45,2020-03-05,723.5,745.75,718.07,723.62,10164674,-0.03452968645763843,732.8961622183817,738.2337536362908,0.0,-1.0,-1.0,0.048663276186279886,0.06566247674202624,1.0,0.0,1.0,785.404495,68.51123089153405,853.9157258915341,716.8932641084659,0.0,0.0,0.0
46,2020-03-06,693.0,707.0,684.27,703.39,23777510,-0.027956662336585558,718.1430811091908,735.8070068234775,0.0,-1.0,-1.0,0.03585603389003566,0.06383724364666038,1.0,0.0,1.0,783.1489950000001,70.50370518113093,853.6527001811311,712.6452898188692,1.0,0.0,1.0
47,2020-03-09,605.39,662.998,605.0,606.46,15637810,-0.1378040631797437,662.3015405545952,726.8225098187858,0.0,-1.0,-1.0,0.07662359136177829,0.07133492530021737,0.0,-1.0,-1.0,776.0729550000001,80.59824623075954,856.6712012307596,695.4747087692406,1.0,0.0,1.0
48,2020-03-10,659.43,668.0,608.0,645.0,14714548,0.06354912112917588,653.6507702772976,721.153220038201,0.0,-1.0,-1.0,0.10261880939741604,0.07130081049262746,0.0,-1.0,-1.0,769.7806200000001,85.77400072591966,855.5546207259198,684.0066192740804,1.0,0.0,1.0
49,2020-03-11,640.2,653.58,613.0,633.905,12845088,-0.017201550387596964,643.7778851386488,715.1219918681916,0.0,-1.0,-1.0,0.07279988068388911,0.06887001979069586,0.0,-1.0,-1.0,762.7748700000001,90.973971383497,853.748841383497,671.8008986165031,1.0,0.0,1.0
50,2020-03-12,580.0,594.5,546.25,556.01,17650406,-0.12288118882166887,599.8939425693243,704.1467289369837,0.0,-1.0,-1.0,0.08501055790834942,0.07314476497381836,0.0,-1.0,-1.0,752.2033700000001,102.01749635791876,854.2208663579188,650.1858736420813,1.0,0.0,1.0
51,2020-03-13,595.0,607.57,502.0,546.2,21281778,-0.017643567561734352,573.0469712846622,693.273711778141,0.0,-1.0,-1.0,0.06746018667408704,0.07058280192208674,1.0,0.0,1.0,739.3203700000001,111.0223706589711,850.3427406589713,628.297999341029,1.0,0.0,1.0
52,2020-03-16,469.4997,494.8699,442.17,444.9801,38445545,-0.1853165507140242,509.0135356423311,676.2131859715404,0.0,-1.0,-1.0,0.09954300809449527,0.08131764105635088,0.0,-1.0,-1.0,721.5707550000001,127.90825620354632,849.4790112035464,593.6624987964537,1.0,0.0,1.0
53,2020-03-17,440.01,471.85,396.0,430.0,23150951,-0.03366465152037135,469.5067678211655,659.3250628376582,0.0,-1.0,-1.0,0.08586826354148873,0.07850116987783277,0.0,-1.0,-1.0,700.1377550000001,139.14825346261162,839.2860084626117,560.9895015373885,1.0,0.0,1.0
54,2020-03-18,389.0,404.86,350.51,361.6,39969144,-0.1590697674418604,415.55338391058274,638.936784475958,0.0,-1.0,-1.0,0.08007405465333782,0.08319522805270912,1.0,0.0,1.0,672.369755,148.68850901444037,821.0582640144404,523.6812459855597,1.0,0.0,1.0
55,2020-03-19,374.6965,452.0,358.46,427.295,28716890,0.18167865044247788,421.42419195529135,624.4654063998665,0.0,-1.0,-1.0,0.19114208937142949,0.09769823850321342,0.0,-1.0,-1.0,648.7755050000001,148.24271654885675,797.0182215488568,500.53278845114335,1.0,0.0,1.0
56,2020-03-20,438.2,477.0,425.79,427.53,27182628,0.0005499713312815402,424.47709597764566,611.0185593314503,0.0,-1.0,-1.0,0.13657687573526206,0.0944396192479317,0.0,-1.0,-1.0,625.1020050000001,143.57573514857276,768.6777401485729,481.5262698514273,1.0,0.0,1.0
57,2020-03-23,433.55,441.9999,410.5,434.29,15611610,0.01581175590017092,429.38354798882284,598.9672749889536,0.0,-1.0,-1.0,0.09657559024534243,0.0915780737164635,0.0,-1.0,-1.0,605.1585050000001,140.8306319230954,745.9891369230955,464.32787307690467,1.0,0.0,1.0
58,2020-03-24,476.3,513.69,474.0,504.3,21685259,0.16120564599691445,466.8417739944114,592.51971700951,0.0,-1.0,-1.0,0.11202093016059221,0.09943074124456437,0.0,-1.0,-1.0,590.4180050000001,134.75937223190576,725.1773772319059,455.6586327680943,0.0,0.0,0.0
59,2020-03-25,545.25,557.0,511.11,539.175,19706795,0.06915526472337885,503.00838699720566,588.8906771462034,0.0,-1.0,-1.0,0.08011002330472718,0.09780038131911532,1.0,0.0,1.0,578.4367550000001,127.59078133924247,706.0275363392425,450.8459736607576,0.0,0.0,0.0
60,2020-03-26,547.39,560.0,512.25,528.05,16688863,-0.020633375063754844,515.5291934986028,584.7560822320099,0.0,-1.0,-1.0,0.08322267427406295,0.09457327727893466,1.0,0.0,1.0,570.896755,125.78756433397609,696.6843193339761,445.1091906660239,0.0,0.0,0.0
61,2020-03-27,505.0,525.8,494.03,514.56,13608376,-0.02554682321749835,515.0445967493014,579.9904366071714,0.0,-1.0,-1.0,0.06771121224826192,0.09152478386361365,1.0,0.0,1.0,563.253255,124.24814225215208,687.5013972521521,439.0051127478479,0.0,0.0,0.0
62,2020-03-30,510.26,516.6471,491.23,502.1,11162231,-0.024214863184079505,508.5722983746507,574.7072964032769,0.0,-1.0,-1.0,0.05045989298988468,0.08853963895389813,1.0,0.0,1.0,551.173755,117.33407802532531,668.5078330253253,433.8396769746747,0.0,0.0,0.0
63,2020-03-31,501.25,542.96,497.0,524.48,16421035,0.044572794264090776,516.5261491873254,571.3034174660844,0.0,-1.0,-1.0,0.049395149141081944,0.08637067657452505,1.0,0.0,1.0,540.122255,108.11341482694272,648.2356698269427,432.00884017305725,0.0,0.0,0.0
64,2020-04-01,504.0,513.9548,475.1,481.58,12570750,-0.08179530201342289,499.0530745936627,565.2277816833176,0.0,-1.0,-1.0,0.0696897712890612,0.08595038145998773,1.0,0.0,1.0,526.7262549999999,96.81256933523646,623.5388243352364,429.9136856647635,0.0,0.0,0.0
65,2020-04-02,481.03,494.2599,446.4,454.47,15413671,-0.0562938660243365,476.76153729683136,557.7334074574878,0.0,-1.0,-1.0,0.05137737549422144,0.08398035194615992,1.0,0.0,1.0,513.2687549999998,86.11880761819361,599.3875626181934,427.1499473818062,0.0,0.0,0.0
66,2020-04-03,509.5,515.49,468.3901,480.0,21274333,0.056175325103967166,478.3807686484157,552.4772785955013,0.0,-1.0,-1.0,0.07151910168994938,0.08280095749006615,1.0,0.0,1.0,502.0992549999999,73.76281303143897,575.8620680314389,428.33644196856096,0.0,0.0,0.0
67,2020-04-06,511.16,521.0,497.96,516.24,27631958,0.07550000000000012,497.31038432420786,550.0286015208668,0.0,-1.0,-1.0,0.06614642421866687,0.08255183930987857,1.0,0.0,1.0,497.58825499999983,69.69101440686877,567.2792694068686,427.8972405931311,0.0,0.0,0.0
68,2020-04-07,545.0,565.0,532.34,545.47,17334969,0.05662095149542856,521.390192162104,549.720747884884,0.0,-1.0,-1.0,0.047779462373773264,0.08099142057440291,1.0,0.0,1.0,492.6117549999998,61.7068793347393,554.318634334739,430.9048756652605,0.0,0.0,0.0
69,2020-04-08,554.2,557.2081,533.33,548.7,24384936,0.005921498890864685,535.045096081052,549.6518532130142,0.0,-1.0,-1.0,0.04273431615718382,0.07820821890171324,1.0,0.0,1.0,488.3515049999998,53.883966822828256,542.235471822828,434.46753817717155,0.0,-1.0,-1.0
70,2020-04-09,562.09,575.1818,557.11,573.01,12745268,0.044304720247858365,554.027548040526,551.2275642892331,1.0,0.0,1.0,0.031964053679571024,0.07620543116553441,1.0,0.0,1.0,489.2015049999998,55.12717094935532,544.3286759493551,434.0743340506445,0.0,-1.0,-1.0
71,2020-04-13,591.0,652.0,580.53,650.9899,21175579,0.1360882009039983,602.508724020263,557.9540978092786,1.0,0.0,1.0,0.06544291353383955,0.08062257566305193,1.0,0.0,1.0,494.4409999999998,64.936691731668,559.3776917316678,429.5043082683318,0.0,-1.0,-1.0
72,2020-04-14,698.97,741.88,692.43,709.755,57451900,0.09027037132219706,656.1318620101315,568.1846704795007,1.0,0.0,1.0,0.04635096766284491,0.08014273993445595,1.0,0.0,1.0,507.67974499999974,79.64630870347959,587.3260537034794,428.03343629652016,0.0,-1.0,-1.0
73,2020-04-15,742.0,753.13,710.0,729.5254,43359242,0.027855245824263353,692.8286310050657,579.0535284635447,1.0,0.0,1.0,0.049351065438368126,0.07741453679236096,1.0,0.0,1.0,522.6560149999998,91.54312584746323,614.199140847463,431.1128891525366,0.0,-1.0,-1.0
74,2020-04-16,716.94,759.45,706.715,745.6545,57474573,0.022109031433312554,719.2415655025329,590.2722725250454,1.0,0.0,1.0,0.041234780986853146,0.0747606578318963,1.0,0.0,1.0,541.8587399999998,96.14603073742286,638.0047707374226,445.71270926257694,0.0,-1.0,-1.0
75,2020-04-17,772.28,774.95,747.66,753.65,24322747,0.010722794538221114,736.4457827512665,601.2698754337044,1.0,0.0,1.0,0.034242858949663474,0.07224954172215323,1.0,0.0,1.0,558.1764899999997,103.12037761073162,661.2968676107314,455.0561123892681,0.0,-1.0,-1.0
76,2020-04-20,732.7,765.57,712.21,746.35,28421310,-0.009686193856564662,741.3978913756332,611.0324069184451,1.0,0.0,1.0,0.032365138306171194,0.0702020001480496,1.0,0.0,1.0,574.1174899999997,106.45010894395496,680.5675989439547,467.6673810560448,0.0,-1.0,-1.0
77,2020-04-21,730.12,753.33,673.79,686.72,58529442,-0.07989549139143837,714.0589456878166,616.1238243189296,1.0,0.0,1.0,0.058402916691471324,0.07230151752456096,1.0,0.0,1.0,586.7389899999996,103.93379503141655,690.6727850314162,482.80519496858307,0.0,0.0,0.0
78,2020-04-22,703.98,733.89,688.71,732.15,38252230,0.06615505591798687,723.1044728439083,623.9264166585305,1.0,0.0,1.0,0.07497072047042089,0.07118027135078686,0.0,-1.0,-1.0,598.1314899999996,106.86805314449997,704.9995431444996,491.26343685549966,0.0,-1.0,-1.0
79,2020-04-23,727.6,734.0,703.13,705.63,38120713,-0.03622208563818885,714.3672364219542,629.4193178609538,1.0,0.0,1.0,0.061617566953618606,0.07000329526485502,1.0,0.0,1.0,606.4542399999997,108.50407061558072,714.9583106155804,497.950169384419,0.0,0.0,0.0
80,2020-04-24,710.81,730.73,698.18,725.0,25102459,0.027450646939614298,719.6836182109771,635.8434841132415,1.0,0.0,1.0,0.049403261148586085,0.06772122945065052,1.0,0.0,1.0,616.3017399999997,109.9415971040193,726.2433371040189,506.36014289598035,0.0,0.0,0.0
81,2020-04-27,737.61,799.49,735.0,798.92,58450139,0.10195862068965522,759.3018091054885,646.8014942119344,1.0,0.0,1.0,0.0670839217326483,0.06921037433579408,1.0,0.0,1.0,630.5197399999997,114.38875484138049,744.9084948413802,516.1309851586193,0.0,-1.0,-1.0
82,2020-04-28,795.64,805.0,756.69,769.11,14526538,-0.03731287237770986,764.2059045527442,655.0181994170275,1.0,0.0,1.0,0.07388799480017177,0.06837407980869052,0.0,-1.0,-1.0,643.8702399999997,114.19325055851304,758.0634905585127,529.6769894414867,0.0,-1.0,-1.0
83,2020-04-29,790.17,803.1999,783.16,799.84,12096180,0.039955272977857614,782.022952276372,664.7452780494843,1.0,0.0,1.0,0.05559132037544533,0.06633424054253119,1.0,0.0,1.0,657.6382399999998,115.63173192612454,773.2699719261243,542.0065080738752,0.0,-1.0,-1.0
84,2020-04-30,855.19,869.82,763.5,781.06,53718332,-0.023479695939187972,781.541476138186,672.5561015745243,1.0,0.0,1.0,0.04905735910337538,0.06489176369164332,1.0,0.0,1.0,672.6122399999997,110.92796728319911,783.5402072831988,561.6842727168006,0.0,0.0,0.0
85,2020-05-01,755.0,772.77,683.04,701.31,31742479,-0.10210483189511688,741.425738069093,674.4866394462207,1.0,0.0,1.0,0.07176370660039452,0.06933347478252079,0.0,-1.0,-1.0,684.9542399999998,98.40472011113548,783.3589601111353,586.5495198888643,0.0,0.0,0.0
86,2020-05-04,701.0,762.0,698.0,761.21,36511504,0.08541158688739658,751.3178690345464,680.3082419691613,1.0,0.0,1.0,0.09764041115029254,0.06992032367472836,0.0,-1.0,-1.0,699.0147399999998,87.00908515692855,786.0238251569284,612.0056548430713,0.0,0.0,0.0
87,2020-05-05,789.79,798.92,762.18,768.06,16328797,0.008998830808843783,759.6889345172732,686.1979285067888,1.0,0.0,1.0,0.06922911571004028,0.06753597337482016,0.0,-1.0,-1.0,711.6057399999997,76.78781901189495,788.3935590118947,634.8179209881048,0.0,0.0,0.0
88,2020-05-06,776.5,789.8,761.11,782.45,21416699,0.0187355154545219,771.0694672586367,692.6571629572784,1.0,0.0,1.0,0.04907173742149706,0.06525531690725582,1.0,0.0,1.0,723.4547399999999,67.52810832810255,790.9828483281025,655.9266316718973,0.0,0.0,0.0
89,2020-05-07,777.21,796.4,772.35,780.215,11124597,-0.002856412550322762,775.6422336293183,698.5321239046374,1.0,0.0,1.0,0.03655878044771022,0.06314166924224682,1.0,0.0,1.0,735.0304899999999,54.60066081854642,789.6311508185463,680.4298291814534,0.0,0.0,0.0
90,2020-05-08,793.77,824.0,787.01,819.25,31166079,0.05003108117634247,797.4461168146591,706.6309977560586,1.0,0.0,1.0,0.037114328285349385,0.0617887712533096,1.0,0.0,1.0,747.3424899999998,42.583658145137605,789.9261481451374,704.7588318548621,0.0,-1.0,-1.0
91,2020-05-11,790.51,824.0,785.0,810.48,31241342,-0.010704913030210483,803.9630584073295,713.597299529811,1.0,0.0,1.0,0.03548067155350817,0.06000167142541223,1.0,0.0,1.0,755.3169949999998,38.309446305749105,793.6264413057489,717.0075486942507,0.0,-1.0,-1.0
92,2020-05-12,827.0,843.29,808.0,809.21,15080918,-0.0015669726581778454,806.5865292036648,720.0103699416408,1.0,0.0,1.0,0.025878033114358115,0.05805736034887128,1.0,0.0,1.0,760.2897449999998,38.53819403978096,798.8279390397807,721.7515509602189,0.0,-1.0,-1.0
93,2020-05-13,820.83,826.0,763.3,790.62,18430885,-0.02297302307188498,798.6032646018324,724.7458951216373,1.0,0.0,1.0,0.02449232108729661,0.05674418965752741,1.0,0.0,1.0,763.3444749999998,38.392370085416665,801.7368450854165,724.9521049145831,0.0,0.0,0.0
94,2020-05-14,780.0,803.36,764.0,803.04,13077331,0.015709190255748684,800.8216323009162,729.9962682275723,1.0,0.0,1.0,0.023273916355487964,0.05483609588303443,1.0,0.0,1.0,766.2137499999997,39.13784831494471,805.3515983149443,727.075901685055,0.0,0.0,0.0
95,2020-05-15,790.35,805.0486,786.552,799.034,20204818,-0.004988543534568568,799.927816150458,734.6254837189535,1.0,0.0,1.0,0.01717134188033819,0.05309003926579888,1.0,0.0,1.0,768.4829499999997,39.68294600358723,808.165896003587,728.8000039964124,0.0,0.0,0.0
96,2020-05-18,827.78,834.7201,803.88,813.51,10969747,0.018116876127924453,806.718908075229,739.9145027201927,1.0,0.0,1.0,0.016860845980030487,0.05133945774494218,1.0,0.0,1.0,771.8409499999997,40.54369465089081,812.3846446508904,731.2972553491089,0.0,-1.0,-1.0
97,2020-05-19,815.17,822.07,806.08,808.0,9331427,-0.006773118953669943,807.3594540376146,744.4791052531222,1.0,0.0,1.0,0.015177763900981654,0.04975049790280936,1.0,0.0,1.0,777.9049499999998,35.95208155232003,813.8570315523198,741.9528684476797,0.0,0.0,0.0
98,2020-05-20,820.5,826.0,811.8,815.46,13799592,0.009232673267326685,811.4097270188073,749.2374637862687,1.0,0.0,1.0,0.011884675733594733,0.04805487150710581,1.0,0.0,1.0,782.0704499999997,35.189957985159644,817.2604079851593,746.8804920148401,0.0,0.0,0.0
99,2020-05-21,816.0,832.5,796.0,827.75,23543511,0.015071248129889803,819.5798635094036,754.5003530036117,1.0,0.0,1.0,0.010400723095386326,0.04645073895416916,1.0,0.0,1.0,788.1764499999997,31.64452550055372,819.8209755005535,756.531924499446,0.0,-1.0,-1.0
